,pokedex_number,name,german_name,japanese_name,generation,status,type_1,height_m,weight_kg,ability_1,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,egg_type_1,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
880,748,Toxapex,Aggrostella,ドヒドイデ (Dohidoide),7,Normal,Poison,0.7,14.5,Merciless,495,50,63,152,53,142,35,Medium Fast,Water 1,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
881,749,Mudbray,Pampuli,ドロバンコ (Dorobanko),7,Normal,Ground,1.0,110.0,Own Tempo,385,70,100,70,45,55,45,Medium Fast,Field,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
882,750,Mudsdale,Pampross,バンバドロ (Banbadoro),7,Normal,Ground,2.5,920.0,Own Tempo,500,100,125,100,55,85,35,Medium Fast,Field,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
883,751,Dewpider,Araqua,シズクモ (Shizukumo),7,Normal,Water,0.3,4.0,Water Bubble,269,38,40,52,40,72,27,Medium Fast,Bug,15.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
884,752,Araquanid,Aranestro,オニシズクモ (Onishizukumo),7,Normal,Water,1.8,82.0,Water Bubble,454,68,70,92,50,132,42,Medium Fast,Bug,15.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
885,753,Fomantis,Imantis,カリキリ (Karikiri),7,Normal,Grass,0.3,1.5,Leaf Guard,250,40,55,35,50,35,35,Medium Fast,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
886,754,Lurantis,Mantidea,ラランテス (Lalantes),7,Normal,Grass,0.9,18.5,Leaf Guard,480,70,105,90,80,90,45,Medium Fast,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
887,755,Morelull,Bubungus,ネマシュ (Nemasyu),7,Normal,Grass,0.2,1.5,Illuminate,285,40,35,55,65,75,15,Medium Fast,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
888,756,Shiinotic,Lamellux,マシェード (Mashade),7,Normal,Grass,1.0,11.5,Illuminate,405,60,45,80,90,100,30,Medium Fast,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
889,757,Salandit,Molunk,ヤトウモリ (Yatoumori),7,Normal,Poison,0.6,4.8,Corrosion,320,48,44,40,71,40,77,Medium Fast,Dragon,20.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
890,758,Salazzle,Amfira,エンニュート (Ennewt),7,Normal,Poison,1.2,22.2,Corrosion,480,68,64,60,111,60,117,Medium Fast,Dragon,20.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
891,759,Stufful,Velursi,ヌイコグマ (Nuikoguma),7,Normal,Normal,0.5,6.8,Fluffy,340,70,75,50,45,50,50,Medium Fast,Field,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
892,760,Bewear,Kosturso,キテルグマ (Kiteruguma),7,Normal,Normal,2.1,135.0,Fluffy,500,120,125,80,55,60,60,Medium Fast,Field,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
893,761,Bounsweet,Frubberl,アマカジ (Amakaji),7,Normal,Grass,0.3,3.2,Leaf Guard,210,42,30,38,30,38,32,Medium Slow,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
894,762,Steenee,Frubaila,アママイコ (Amamaiko),7,Normal,Grass,0.7,8.2,Leaf Guard,290,52,40,48,40,48,62,Medium Slow,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
895,763,Tsareena,Fruyal,アマージョ (Amajo),7,Normal,Grass,1.2,21.4,Leaf Guard,510,72,120,98,50,98,72,Medium Slow,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
896,764,Comfey,Curelei,キュワワー (Cuwawa),7,Normal,Fairy,0.1,0.3,Flower Veil,485,51,52,90,82,110,100,Fast,Grass,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
897,765,Oranguru,Kommandutan,ヤレユータン (Yareyuutan),7,Normal,Normal,1.5,76.0,Inner Focus,490,90,60,80,90,110,60,Slow,Field,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
898,766,Passimian,Quartermak,ナゲツケサル (Nagetukesaru),7,Normal,Fighting,2.0,82.8,Receiver,490,100,120,90,40,60,80,Slow,Field,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
899,767,Wimpod,Reißlaus,コソクムシ (Kosokumushi),7,Normal,Bug,0.5,12.0,Wimp Out,230,25,35,40,20,30,80,Medium Fast,Bug,20.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
900,768,Golisopod,Tectass,グソクムシャ (Gusokumusha),7,Normal,Bug,2.0,108.0,Emergency Exit,530,75,125,140,60,90,40,Medium Fast,Bug,20.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
901,769,Sandygast,Sankabuh,スナバァ (Sunaba),7,Normal,Ghost,0.5,70.0,Water Compaction,320,55,55,80,70,45,15,Medium Fast,Amorphous,15.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
902,770,Palossand,Colossand,シロデスナ (Sirodethna),7,Normal,Ghost,1.3,250.0,Water Compaction,480,85,75,110,100,75,35,Medium Fast,Amorphous,15.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
903,771,Pyukumuku,Gufa,ナマコブシ (Namakobushi),7,Normal,Water,0.3,1.2,Innards Out,410,55,60,130,30,130,5,Fast,Water 1,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
904,772,Type: Null,Typ:Null,タイプ：ヌル (Type: Null),7,Sub Legendary,Normal,1.9,120.5,Battle Armor,534,95,95,95,95,95,59,Slow,Undiscovered,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
905,773,Silvally,Amigento,シルヴァディ (Silvady),7,Sub Legendary,Normal,2.3,100.5,RKS System,570,95,95,95,95,95,95,Slow,Undiscovered,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
906,774,Minior Meteor Form,Meteno,メテノ (Meteno),7,Normal,Rock,0.3,40.0,Shields Down,440,60,60,100,60,100,60,Medium Slow,Mineral,25.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
907,774,Minior Core Form,Meteno,メテノ (Meteno),7,Normal,Rock,0.3,0.3,Shields Down,500,60,100,60,100,60,120,Medium Slow,Mineral,25.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
908,775,Komala,Koalelu,ネッコアラ (Nekkoara),7,Normal,Normal,0.4,19.9,Comatose,480,65,115,65,75,95,65,Slow,Field,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
909,776,Turtonator,Tortunator,バクガメス (Bakugames),7,Normal,Fire,2.0,212.0,Shell Armor,485,60,78,135,91,85,36,Medium Fast,Dragon,20.0,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0
910,777,Togedemaru,Togedemaru,トゲデマル (Togedemaru),7,Normal,Electric,0.3,3.3,Iron Barbs,435,65,98,63,40,73,96,Medium Fast,Fairy,10.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
911,778,Mimikyu,Mimigma,ミミッキュ (Mimikkyu),7,Normal,Ghost,0.2,0.7,Disguise,476,55,90,80,50,105,96,Medium Fast,Amorphous,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0
912,779,Bruxish,Knirfish,ハギギシリ (Hagigishiri),7,Normal,Water,0.9,19.0,Dazzling,475,68,105,70,70,70,92,Medium Fast,Water 2,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
913,780,Drampa,Sen-Long,ジジーロン (Jijilong),7,Normal,Normal,3.0,185.0,Berserk,485,78,60,85,135,91,36,Medium Fast,Dragon,20.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0
914,781,Dhelmise,Moruda,ダダリン (Dadarin),7,Normal,Ghost,3.9,210.0,Steelworker,517,70,131,100,86,90,40,Medium Fast,Mineral,25.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
915,782,Jangmo-o,Miniras,ジャラコ (Jyarako),7,Normal,Dragon,0.6,29.7,Bulletproof,300,45,55,65,45,45,45,Slow,Dragon,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
916,783,Hakamo-o,Mediras,ジャランゴ (Jyarango),7,Normal,Dragon,1.2,47.0,Bulletproof,420,55,75,90,65,70,65,Slow,Dragon,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
917,784,Kommo-o,Grandiras,ジャラランガ (Jyararanga),7,Normal,Dragon,1.6,78.2,Bulletproof,600,75,110,125,100,105,85,Slow,Dragon,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
918,785,Tapu Koko,Kapu-Riki,カプ・コケコ (Kapu-Kokeko),7,Sub Legendary,Electric,1.8,20.5,Electric Surge,570,70,115,85,95,75,130,Slow,Undiscovered,15.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
919,786,Tapu Lele,Kapu-Fala,カプ・テテフ (Kapu-Tetefu),7,Sub Legendary,Psychic,1.2,18.6,Psychic Surge,570,70,85,75,130,115,95,Slow,Undiscovered,15.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
920,787,Tapu Bulu,Kapu-Toro,カプ・ブルル (Kapu-Bulul),7,Sub Legendary,Grass,1.9,45.5,Grassy Surge,570,70,130,115,85,95,75,Slow,Undiscovered,15.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
921,788,Tapu Fini,Kapu-Kime,カプ・レヒレ (Kapu-Rehire),7,Sub Legendary,Water,1.3,21.2,Misty Surge,570,70,75,115,95,130,85,Slow,Undiscovered,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
922,789,Cosmog,Cosmog,コスモッグ (Cosmog),7,Legendary,Psychic,0.2,0.1,Unaware,200,43,29,31,29,31,37,Slow,Undiscovered,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
923,790,Cosmoem,Cosmovum,コスモウム (Cosmovum),7,Legendary,Psychic,0.1,999.9,Sturdy,400,43,29,131,29,131,37,Slow,Undiscovered,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
924,791,Solgaleo,Solgaleo,ソルガレオ (Solgaleo),7,Legendary,Psychic,3.4,230.0,Full Metal Body,680,137,137,107,113,89,97,Slow,Undiscovered,120.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
925,792,Lunala,Lunala,ルナアーラ (Lunala),7,Legendary,Psychic,4.0,120.0,Shadow Shield,680,137,113,89,137,107,97,Slow,Undiscovered,120.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0
926,793,Nihilego,Anego,ウツロイド (Uturoid),7,Sub Legendary,Rock,1.2,55.5,Beast Boost,570,109,53,47,127,131,103,Slow,Undiscovered,120.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5
927,794,Buzzwole,Masskito,マッシブーン (Massivoon),7,Sub Legendary,Bug,2.4,333.6,Beast Boost,570,107,139,139,53,53,79,Slow,Undiscovered,120.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
928,795,Pheromosa,Schabelle,フェローチェ (Pheroache),7,Sub Legendary,Bug,1.8,25.0,Beast Boost,570,71,137,37,137,37,151,Slow,Undiscovered,120.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
929,796,Xurkitree,Voltriant,デンジュモク (Denjyumoku),7,Sub Legendary,Electric,3.8,100.0,Beast Boost,570,83,89,71,173,71,83,Slow,Undiscovered,120.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
930,797,Celesteela,Kaguron,テッカグヤ (Tekkaguya),7,Sub Legendary,Steel,9.2,999.9,Beast Boost,570,97,101,103,107,101,61,Slow,Undiscovered,120.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
931,798,Kartana,Katagami,カミツルギ (Kamiturugi),7,Sub Legendary,Grass,0.3,0.1,Beast Boost,570,59,181,131,59,31,109,Slow,Undiscovered,120.0,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
932,799,Guzzlord,Schlingking,アクジキング (Akuziking),7,Sub Legendary,Dark,5.5,888.0,Beast Boost,570,223,101,53,97,53,43,Slow,Undiscovered,120.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
933,800,Necrozma,Necrozma,ネクロズマ (Necrozma),7,Legendary,Psychic,2.4,230.0,Prism Armor,600,97,107,101,127,89,79,Slow,Undiscovered,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.5,1.0,1.5,1.0,1.5,1.0,1.0
934,800,Dusk Mane Necrozma,Necrozma,ネクロズマ (Necrozma),7,Legendary,Psychic,3.8,460.0,Prism Armor,680,97,157,127,113,109,77,Slow,Undiscovered,120.0,0.5,1.5,1.0,1.0,0.5,0.5,1.0,0.0,1.5,0.5,0.25,1.0,0.5,1.5,0.5,1.5,0.5,0.5
935,800,Dawn Wings Necrozma,Necrozma,ネクロズマ (Necrozma),7,Legendary,Psychic,4.2,350.0,Prism Armor,680,97,113,109,157,127,77,Slow,Undiscovered,120.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,3.0,1.0,3.0,1.0,1.0
936,800,Ultra Necrozma,Necrozma,ネクロズマ (Necrozma),7,Legendary,Psychic,7.5,230.0,Neuroforce,754,97,167,97,167,97,129,Slow,Undiscovered,120.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
937,801,Magearna,Magearna,マギアナ (Magearna),7,Mythical,Steel,1.0,80.5,Soul-Heart,600,80,95,115,130,115,65,Slow,Undiscovered,120.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
938,802,Marshadow,Marshadow,マーシャドー (Marshadow),7,Mythical,Fighting,0.7,22.2,Technician,600,90,125,80,90,90,125,Slow,Undiscovered,120.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,2.0
939,803,Poipole,Venicro,ベベノム (Bevenom),7,Sub Legendary,Poison,0.6,1.8,Beast Boost,420,67,73,67,73,67,73,Slow,Undiscovered,120.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
940,804,Naganadel,Agoyon,アーゴヨン (Agoyon),7,Sub Legendary,Poison,3.6,150.0,Beast Boost,540,73,73,73,127,73,121,Slow,Undiscovered,120.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
941,805,Stakataka,Muramura,ツンデツンデ (Tundetunde),7,Sub Legendary,Rock,5.5,820.0,Beast Boost,570,61,131,211,53,101,13,Slow,Undiscovered,120.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
942,806,Blacephalon,Kopplosio,ズガドーン (Zugadoon),7,Sub Legendary,Fire,1.8,13.0,Beast Boost,570,53,127,53,151,79,107,Slow,Undiscovered,120.0,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
943,807,Zeraora,Zeraora,ゼラオラ (Zeraora),7,Mythical,Electric,1.5,44.5,Volt Absorb,600,88,112,75,102,80,143,Slow,Undiscovered,120.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
944,808,Meltan,Meltan,メルタン (Meltan) ,7,Mythical,Steel,0.2,8.0,Magnet Pull,300,46,65,65,55,35,34,Slow,Undiscovered,120.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
945,809,Melmetal,Melmetal,メルメタル (Melmetal),7,Mythical,Steel,2.5,800.0,Iron Fist,600,135,143,143,80,65,34,Slow,Undiscovered,120.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
946,810,Grookey,Chimpep,サルノリ (Sarunori),8,Normal,Grass,0.3,5.0,Overgrow,310,50,65,50,40,40,65,Medium Slow,Field,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
947,811,Thwackey,Chimstix,バチンキー (Bachinkey),8,Normal,Grass,0.7,14.0,Overgrow,420,70,85,70,55,60,80,Medium Slow,Field,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
948,812,Rillaboom,Gortrom,ゴリランダー (Gorirander),8,Normal,Grass,2.1,90.0,Overgrow,530,100,125,90,60,70,85,Medium Slow,Field,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
949,813,Scorbunny,Hopplo,ヒバニー (Hibanny),8,Normal,Fire,0.3,4.5,Blaze,310,50,71,40,40,40,69,Medium Slow,Field,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
950,814,Raboot,Kickerlo,ラビフット (Rabbifuto),8,Normal,Fire,0.6,9.0,Blaze,420,65,86,60,55,60,94,Medium Slow,Field,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
951,815,Cinderace,Liberlo,エースバーン (Aceburn),8,Normal,Fire,1.4,33.0,Blaze,530,80,116,75,65,75,119,Medium Slow,Field,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
952,816,Sobble,Memmeon,メッソン (Messon),8,Normal,Water,0.3,4.0,Torrent,310,50,40,40,70,40,70,Medium Slow,Field,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
953,817,Drizzile,Phlegleon,ジメレオン (Jimeoreon),8,Normal,Water,0.7,11.5,Torrent,420,65,60,55,95,55,90,Medium Slow,Field,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
954,818,Inteleon,Intelleon,インテレオン (Intereon),8,Normal,Water,1.9,45.2,Torrent,530,70,85,65,125,65,120,Medium Slow,Field,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
955,819,Skwovet,Raffel,ホシガリス (Hoshigarisu),8,Normal,Normal,0.3,2.5,Cheek Pouch,275,70,55,55,35,35,25,Medium Fast,Field,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
956,820,Greedent,Schlaraffel,ヨクバリス (Yokubarisu),8,Normal,Normal,0.6,6.0,Cheek Pouch,460,120,95,95,55,75,20,Medium Fast,Field,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
957,821,Rookidee,Meikro,ココガラ (Kokogara),8,Normal,Flying,0.2,1.8,Keen Eye,245,38,47,35,33,35,57,Medium Slow,Flying,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
958,822,Corvisquire,Kranoviz,アオガラス (Aogarasu),8,Normal,Flying,0.8,16.0,Keen Eye,365,68,67,55,43,55,77,Medium Slow,Flying,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
959,823,Corviknight,Krarmor,アーマーガア (Armorga),8,Normal,Flying,2.2,75.0,Pressure,495,98,87,105,53,85,67,Medium Slow,Flying,15.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
960,824,Blipbug,Sensect,サッチムシ (Sacchimushi),8,Normal,Bug,0.4,8.0,Swarm,180,25,20,20,25,45,45,Medium Fast,Bug,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
961,825,Dottler,Kerardar,レドームシ (Redomushi),8,Normal,Bug,0.4,19.5,Swarm,335,50,35,80,50,90,30,Medium Fast,Bug,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0
962,826,Orbeetle,Maritellit,イオルブ (Eolb),8,Normal,Bug,0.4,40.8,Swarm,505,60,45,110,80,120,90,Medium Fast,Bug,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0
963,827,Nickit,Kleptifux,クスネ (Kusune),8,Normal,Dark,0.6,8.9,Run Away,245,40,28,28,47,52,50,Fast,Field,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
964,828,Thievul,Gaunux,フォクスライ (Foxly),8,Normal,Dark,1.2,19.9,Run Away,455,70,58,58,87,92,90,Fast,Field,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
965,829,Gossifleur,Cottini,ヒメンカ (Himenka),8,Normal,Grass,0.4,2.2,Cotton Down,250,40,40,60,40,60,10,Medium Fast,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
966,830,Eldegoss,Cottomi,ワタシラガ (Watashiraga),8,Normal,Grass,0.5,2.5,Cotton Down,460,60,50,90,80,120,60,Medium Fast,Grass,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
967,831,Wooloo,Wolly,ウールー (Wooluu),8,Normal,Normal,0.6,6.0,Fluffy,270,42,40,55,40,45,48,Medium Fast,Field,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
